,ipnr17,v297_dk,v298_dk,v299_dk,alder,civilstand,børn,urbanisering,uddannelse,uddannelse_partner,uddannelse_mor,uddannelse_far,isco_fn,isco_p_fn,indkomst_kvint,parti,frivillig,folkekirken
1820,CZ413878,Elementary school or unknown,<150.0000,Male,20.0,Enlig,Ingen børn,Mellemstore byer,Erhvervsfaglige uddannelser,Irrelevant,Korte vid. udd,Erhvervsfaglige uddannelser,Ukendt,77,1.0,,Ja,ja
1821,FU870123,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,62.0,Gift eller reg. partnerskab,Uoplyst,,Lang vid. udd,Lang vid. udd,Grundskole og gym.,Mellemlange vid. udd,4,4,4.0,Enhedslisten m.fl.,Nej,ja
1822,FU744703,Medium-cycle tertiary eduation,350.000<,Male,45.0,Skilt,2 børn,,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,77,4.0,Socialdemokraterne,Ja,ja
1823,FU215075,Secondary education,150.000-250.000,Female,58.0,Gift eller reg. partnerskab,3 børn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,3,3.0,Socialdemokraterne,Nej,ja
1824,FU561648,Elementary school or unknown,150.000-250.000,Female,42.0,Papirløst partnerskab,Ingen børn,,Grundskole og gym.,Grundskole og gym.,Mellemlange vid. udd,Korte vid. udd,2,1,1.0,Socialdemokraterne,Nej,ja
1825,CZ626923,Medium-cycle tertiary eduation,250.000-350.000,Female,52.0,Gift eller reg. partnerskab,3 børn,De 3 store provinsbyer,Korte vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Mellemlange vid. udd,4,2,4.0,Enhedslisten m.fl.,Ja,nej
1826,CZ362737,Elementary school or unknown,250.000-350.000,Female,66.0,Enlig,1 barn,De 3 store provinsbyer,Korte vid. udd,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,4,77,,Socialdemokraterne,Ja,ja
1827,CZ672860,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Male,52.0,Gift eller reg. partnerskab,3 børn,Mellemstore byer,Lang vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,4.0,"Venstre, Danmarks Liberale Parti",Ja,ja
1828,CZ797812,Secondary education,150.000-250.000,Male,26.0,Enlig,Ingen børn,De 3 store provinsbyer,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,2.0,,Nej,ja
1829,FU732964,Medium-cycle tertiary eduation,<150.0000,Male,78.0,Gift eller reg. partnerskab,4 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,,Socialdemokraterne,Nej,ja
1830,CZ648430,Elementary school or unknown,<150.0000,Male,18.0,Enlig,Ingen børn,Større provinsbyer,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,2,77,1.0,Socialdemokraterne,Nej,nej
1831,FU655227,Medium-cycle tertiary eduation,350.000<,Female,36.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,5.0,Socialistisk Folkeparti,Nej,ja
1832,FU639256,Elementary school or unknown,<150.0000,Male,19.0,Enlig,Uoplyst,,Grundskole og gym.,Irrelevant,Korte vid. udd,Erhvervsfaglige uddannelser,2,77,1.0,Dansk Folkeparti,Nej,ja
1833,CZ466257,Secondary education,<150.0000,Female,73.0,Enke/enkemand,1 barn,Mindre byer,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,2.0,Socialdemokraterne,Ja,ja
1834,FU315368,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,36.0,Gift eller reg. partnerskab,3 børn,,Lang vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,4,4,5.0,Det Radikale Venstre,Nej,nej
1835,FU884590,Secondary education,150.000-250.000,Male,29.0,Papirløst partnerskab,1 barn,,Grundskole og gym.,Mellemlange vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,3.0,Enhedslisten m.fl.,Ja,nej
1836,CZ227924,Short-cycle tertiary eduation,150.000-250.000,Female,32.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Korte vid. udd,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,3,3,4.0,Socialdemokraterne,Nej,ja
1837,CZ610438,Elementary school or unknown,<150.0000,Female,76.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,5.0,Dansk Folkeparti,Ja,ja
1838,CZ269676,Elementary school or unknown,<150.0000,Female,79.0,Gift eller reg. partnerskab,4 børn,Større provinsbyer,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,1.0,Socialdemokraterne,Ja,ja
1839,CZ788041,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Female,42.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Lang vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Erhvervsfaglige uddannelser,2,3,3.0,"Venstre, Danmarks Liberale Parti",Ja,ja
1840,FU653212,Secondary education,250.000-350.000,Male,64.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,4,4,4.0,Vil stemme blankt,Nej,ja
1841,CZ340537,Elementary school or unknown,<150.0000,Male,20.0,Enlig,Ingen børn,De 3 store provinsbyer,Grundskole og gym.,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,,,Nej,ja
1842,FU227988,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Male,57.0,Skilt,Uoplyst,,Uoplyst,Irrelevant,Uoplyst,Uoplyst,Ukendt,77,,Socialdemokraterne,Nej,nej
1843,FU781087,Secondary education,<150.0000,Male,82.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Ukendt,Ukendt,,"Venstre, Danmarks Liberale Parti",Nej,ja
1844,FU545541,Elementary school or unknown,<150.0000,Female,20.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Lang vid. udd,Erhvervsfaglige uddannelser,1,77,3.0,Alternativet,Nej,nej
1845,CZ256295,Elementary school or unknown,150.000-250.000,Female,43.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Korte vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,1,2,3.0,Socialdemokraterne,Nej,nej
1846,CZ389322,Medium-cycle tertiary eduation,350.000<,Female,61.0,Papirløst partnerskab,3 børn,Landområder og landsbyer,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,1,4.0,"Venstre, Danmarks Liberale Parti",Ja,ja
1847,FU776320,Secondary education,250.000-350.000,Male,53.0,Enlig,2 børn,,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,3.0,Socialdemokraterne,Nej,ja
1848,CZ743651,Elementary school or unknown,150.000-250.000,Male,57.0,Gift eller reg. partnerskab,1 barn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Ukendt,2,2.0,Socialdemokraterne,Ja,ja
1849,CZ536911,Elementary school or unknown,150.000-250.000,Male,45.0,Gift eller reg. partnerskab,3 børn,De 3 store provinsbyer,Grundskole og gym.,Korte vid. udd,Uoplyst,Uoplyst,1,2,2.0,,Nej,ja
1850,CZ504512,Medium-cycle tertiary eduation,150.000-250.000,Male,39.0,Papirløst partnerskab,5 børn,Landområder og landsbyer,Mellemlange vid. udd,Lang vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,3.0,Det Radikale Venstre,Nej,ja
1851,FU554049,Medium-cycle tertiary eduation,250.000-350.000,Female,63.0,Papirløst partnerskab,2 børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,4,2,3.0,Socialdemokraterne,Ja,ja
1852,CZ817761,Secondary education,250.000-350.000,Male,38.0,Papirløst partnerskab,3 børn,Landområder og landsbyer,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,3,4.0,Socialdemokraterne,Nej,ja
1853,CZ110947,Medium-cycle tertiary eduation,350.000<,Female,52.0,Gift eller reg. partnerskab,Ingen børn,Mellemstore byer,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Mellemlange vid. udd,1,2,3.0,"Venstre, Danmarks Liberale Parti",Ja,ja
1854,FU838269,Medium-cycle tertiary eduation,250.000-350.000,Female,40.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Korte vid. udd,4,3,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1855,FU500403,Secondary education,150.000-250.000,Female,33.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,3,2,3.0,Socialdemokraterne,Ja,ja
1856,FU881822,Medium-cycle tertiary eduation,350.000<,Male,78.0,Enlig,Ingen børn,,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,4,77,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1857,FU296118,Elementary school or unknown,150.000-250.000,Female,65.0,Gift eller reg. partnerskab,2 børn,,Lang vid. udd,Korte vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,2,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1858,FU408367,Secondary education,150.000-250.000,Female,35.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,2,4.0,Det Konservative Folkeparti,Nej,ja
1859,CZ612528,Secondary education,250.000-350.000,Female,37.0,Gift eller reg. partnerskab,1 barn,Større provinsbyer,Korte vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,2,5.0,Nye Borgerlige,Nej,ja
1860,CZ822698,Secondary education,250.000-350.000,Male,30.0,Gift eller reg. partnerskab,2 børn,Mindre byer,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,2,77,2.0,,Nej,ja
1861,FU609674,Secondary education,<150.0000,Male,25.0,Papirløst partnerskab,Ingen børn,,Mellemlange vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,1.0,"Venstre, Danmarks Liberale Parti",Ja,ja
1862,CZ886749,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,50.0,Gift eller reg. partnerskab,4 børn,Større provinsbyer,Lang vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Lang vid. udd,4,4,5.0,"Venstre, Danmarks Liberale Parti",Ja,ja
1863,CZ817581,Secondary education,<150.0000,Male,77.0,Gift eller reg. partnerskab,1 barn,Større provinsbyer,Korte vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,4,3,2.0,Dansk Folkeparti,Nej,ja
1864,FU711359,Secondary education,250.000-350.000,Female,40.0,Gift eller reg. partnerskab,6 børn eller flere,,Erhvervsfaglige uddannelser,Uoplyst,Grundskole og gym.,Grundskole og gym.,2,2,3.0,Socialdemokraterne,Nej,ja
1865,FU410658,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,34.0,Gift eller reg. partnerskab,2 børn,,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,3.0,Det Konservative Folkeparti,Nej,ja
1866,CZ130362,Secondary education,<150.0000,Female,21.0,Enlig,Ingen børn,De 3 store provinsbyer,Grundskole og gym.,Irrelevant,Korte vid. udd,Grundskole og gym.,1,77,3.0,Enhedslisten m.fl.,Ja,ja
1867,CZ636086,Medium-cycle tertiary eduation,250.000-350.000,Female,52.0,Gift eller reg. partnerskab,5 børn,Landområder og landsbyer,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,4,2,4.0,Alternativet,Ja,ja
1868,FU898664,Medium-cycle tertiary eduation,250.000-350.000,Female,58.0,Gift eller reg. partnerskab,4 børn,,Mellemlange vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Uoplyst,4,4,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1869,CZ631894,Secondary education,350.000<,Male,49.0,Papirløst partnerskab,2 børn,De 3 store provinsbyer,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,2,4,4.0,Socialdemokraterne,Nej,ja
1870,CZ185933,Secondary education,150.000-250.000,Female,51.0,Gift eller reg. partnerskab,2 børn,De 3 store provinsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,3,4,3.0,,Ja,nej
1871,FU318865,Secondary education,<150.0000,Female,22.0,Enlig,Ingen børn,,Mellemlange vid. udd,Irrelevant,Lang vid. udd,Erhvervsfaglige uddannelser,2,77,1.0,Enhedslisten m.fl.,Ja,ja
1872,FU891016,Secondary education,250.000-350.000,Female,52.0,Gift eller reg. partnerskab,1 barn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,3,3.0,Det Konservative Folkeparti,Nej,ja
1873,CZ835765,Short-cycle tertiary eduation,<150.0000,Male,45.0,Gift eller reg. partnerskab,Ingen børn,Større provinsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Korte vid. udd,Ukendt,4,3.0,,Ja,nej
1874,CZ891279,Medium-cycle tertiary eduation,150.000-250.000,Female,38.0,Skilt,1 barn,Større provinsbyer,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Mellemlange vid. udd,4,77,2.0,Alternativet,Nej,ja
1875,CZ847809,Medium-cycle tertiary eduation,350.000<,Male,59.0,Gift eller reg. partnerskab,2 børn,Mindre byer,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Uoplyst,4,2,4.0,Socialistisk Folkeparti,Ja,nej
1876,CZ195928,Short-cycle tertiary eduation,250.000-350.000,Female,47.0,Papirløst partnerskab,1 barn,Landområder og landsbyer,Korte vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,4,4.0,,Nej,ja
1877,CZ874739,Medium-cycle tertiary eduation,<150.0000,Female,80.0,Gift eller reg. partnerskab,3 børn,Landområder og landsbyer,Mellemlange vid. udd,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,2.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1878,FU477403,Elementary school or unknown,<150.0000,Male,90.0,Gift eller reg. partnerskab,Uoplyst,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,1.0,Dansk Folkeparti,Nej,ja
1879,CZ513644,Secondary education,150.000-250.000,Male,54.0,Papirløst partnerskab,Ingen børn,Mellemstore byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,2,2,4.0,Dansk Folkeparti,Nej,ja
1880,FU260287,Secondary education,<150.0000,Male,26.0,Papirløst partnerskab,1 barn,,Grundskole og gym.,Korte vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,2,4,2.0,Alternativet,Nej,nej
1881,CZ110551,Secondary education,250.000-350.000,Male,42.0,Papirløst partnerskab,6 børn eller flere,Større provinsbyer,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,2,3.0,Socialdemokraterne,Nej,nej
1882,FU271261,Secondary education,<150.0000,Male,24.0,Enlig,Ingen børn,,Mellemlange vid. udd,Irrelevant,Lang vid. udd,Erhvervsfaglige uddannelser,Ukendt,77,1.0,Liberal Alliance (tidl. Ny Alliance),Ja,ja
1883,FU803659,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Female,29.0,Gift eller reg. partnerskab,2 børn,,Lang vid. udd,Korte vid. udd,Mellemlange vid. udd,Korte vid. udd,4,3,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1884,FU823879,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Male,68.0,Papirløst partnerskab,1 barn,,Lang vid. udd,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,3,3.0,Socialdemokraterne,Nej,ja
1885,FU115820,Secondary education,<150.0000,Female,23.0,Papirløst partnerskab,Ingen børn,,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,2,1,3.0,Vil stemme blankt,Nej,ja
1886,CZ109172,Medium-cycle tertiary eduation,250.000-350.000,Male,36.0,Gift eller reg. partnerskab,Ingen børn,De 3 store provinsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,4.0,Enhedslisten m.fl.,Ja,nej
1887,CZ188721,Elementary school or unknown,350.000<,Male,53.0,Papirløst partnerskab,1 barn,Mellemstore byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,3,5.0,Socialdemokraterne,Nej,ja
1888,CZ432250,Secondary education,150.000-250.000,Male,77.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,4,2,2.0,Socialdemokraterne,Ja,ja
1889,CZ834209,Secondary education,<150.0000,Female,53.0,Separeret,3 børn,Større provinsbyer,Korte vid. udd,Irrelevant,Grundskole og gym.,Grundskole og gym.,4,77,1.0,Liberal Alliance (tidl. Ny Alliance),Ja,nej
1890,CZ832020,Elementary school or unknown,<150.0000,Male,71.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Korte vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,2,1.0,Dansk Folkeparti,Nej,ja
1891,FU750624,Medium-cycle tertiary eduation,250.000-350.000,Female,58.0,Gift eller reg. partnerskab,Ingen børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,4,2,5.0,Dansk Folkeparti,Nej,ja
1892,FU894818,Secondary education,250.000-350.000,Female,56.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,2,4,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1893,FU526827,Secondary education,<150.0000,Female,22.0,Papirløst partnerskab,Ingen børn,,Lang vid. udd,Korte vid. udd,Korte vid. udd,Mellemlange vid. udd,2,4,1.0,Socialdemokraterne,Ja,nej
1894,FU391655,Secondary education,150.000-250.000,Female,53.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,2.0,Dansk Folkeparti,Nej,ja
1895,CZ764892,Elementary school or unknown,<150.0000,Female,19.0,Enlig,Ingen børn,Landområder og landsbyer,Grundskole og gym.,Irrelevant,Korte vid. udd,Grundskole og gym.,2,77,1.0,Alternativet,Nej,ja
1896,FU660257,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Female,79.0,Gift eller reg. partnerskab,3 børn,,Lang vid. udd,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,1.0,Enhedslisten m.fl.,Nej,nej
1897,FU827303,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Male,32.0,Gift eller reg. partnerskab,1 barn,,Lang vid. udd,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,4.0,"Venstre, Danmarks Liberale Parti",Ja,ja
1898,CZ206806,Elementary school or unknown,250.000-350.000,Male,31.0,Papirløst partnerskab,Ingen børn,De 3 store provinsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,2,77,2.0,Socialdemokraterne,Nej,nej
1899,FU530669,Secondary education,<150.0000,Female,26.0,Papirløst partnerskab,Ingen børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Korte vid. udd,2,1,4.0,Dansk Folkeparti,Nej,ja
1900,FU728578,Secondary education,250.000-350.000,Female,43.0,Papirløst partnerskab,1 barn,,Grundskole og gym.,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1901,FU676467,Elementary school or unknown,250.000-350.000,Female,60.0,Gift eller reg. partnerskab,Ingen børn,,Grundskole og gym.,Mellemlange vid. udd,Korte vid. udd,Erhvervsfaglige uddannelser,3,4,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1902,FU285947,Secondary education,<150.0000,Male,21.0,Papirløst partnerskab,Ingen børn,,Grundskole og gym.,Grundskole og gym.,Lang vid. udd,Grundskole og gym.,1,2,1.0,Socialistisk Folkeparti,Ja,ja
1903,FU161646,Secondary education,<150.0000,Female,68.0,Gift eller reg. partnerskab,2 børn,,Korte vid. udd,Lang vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,,Socialdemokraterne,Nej,ja
1904,CZ152258,Short-cycle tertiary eduation,250.000-350.000,Male,43.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Korte vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Mellemlange vid. udd,3,2,4.0,Socialdemokraterne,Ja,ja
1905,CZ320813,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,52.0,Gift eller reg. partnerskab,3 børn,Mellemstore byer,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,3,4,5.0,Det Konservative Folkeparti,Nej,ja
1906,FU544830,Secondary education,250.000-350.000,Male,49.0,Skilt,2 børn,,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1907,CZ893989,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Male,34.0,Papirløst partnerskab,Ingen børn,De 3 store provinsbyer,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,Grundskole og gym.,4,3,4.0,Enhedslisten m.fl.,Ja,nej
1908,CZ452802,Elementary school or unknown,350.000<,Male,62.0,Skilt,2 børn,Mellemstore byer,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,1,77,1.0,"Venstre, Danmarks Liberale Parti",Ja,ja
1909,FU884640,Secondary education,<150.0000,Male,21.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,2,77,4.0,Liberal Alliance (tidl. Ny Alliance),Ja,nej
1910,FU452429,Elementary school or unknown,150.000-250.000,Male,83.0,Enke/enkemand,3 børn,,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,2.0,Alternativet,Nej,ja
1911,FU742556,Secondary education,250.000-350.000,Female,46.0,Gift eller reg. partnerskab,2 børn,,Korte vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Korte vid. udd,4,77,,,Ja,ja
1912,FU177695,Short-cycle tertiary eduation,350.000<,Male,54.0,Gift eller reg. partnerskab,Ingen børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,5.0,Dansk Folkeparti,Nej,ja
1913,FU814165,Medium-cycle tertiary eduation,350.000<,Male,88.0,Enke/enkemand,2 børn,,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Korte vid. udd,4,77,3.0,Dansk Folkeparti,Nej,ja
1914,CZ131472,Medium-cycle tertiary eduation,350.000<,Male,57.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Mellemlange vid. udd,Korte vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,5.0,Det Radikale Venstre,Nej,ja
1915,FU508961,Secondary education,250.000-350.000,Male,62.0,Skilt,2 børn,,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,2.0,Det Konservative Folkeparti,Ja,ja
1916,FU528127,Secondary education,150.000-250.000,Female,50.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,4,4.0,Socialdemokraterne,Nej,ja
1917,CZ467839,Secondary education,150.000-250.000,Female,38.0,Papirløst partnerskab,1 barn,Mellemstore byer,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,4,3.0,Socialdemokraterne,Nej,ja
1918,CZ684156,Medium-cycle tertiary eduation,150.000-250.000,Female,86.0,Enke/enkemand,3 børn,Større provinsbyer,Grundskole og gym.,Irrelevant,Uoplyst,Erhvervsfaglige uddannelser,4,77,,"Venstre, Danmarks Liberale Parti",Nej,ja
1919,CZ490611,Short-cycle tertiary eduation,250.000-350.000,Female,49.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,1,3.0,Socialdemokraterne,Ja,ja
1920,CZ419281,Elementary school or unknown,150.000-250.000,Female,31.0,Skilt,Ingen børn,Landområder og landsbyer,Grundskole og gym.,Irrelevant,Erhvervsfaglige uddannelser,Grundskole og gym.,1,77,1.0,,Ja,nej
1921,CZ204210,Short-cycle tertiary eduation,350.000<,Male,33.0,Papirløst partnerskab,Ingen børn,Større provinsbyer,Korte vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,2,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1922,CZ760600,Short-cycle tertiary eduation,<150.0000,Female,24.0,Papirløst partnerskab,Ingen børn,Større provinsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,1,2.0,Liberal Alliance (tidl. Ny Alliance),Ja,nej
1923,CZ600675,Secondary education,250.000-350.000,Female,37.0,Gift eller reg. partnerskab,2 børn,Mindre byer,Korte vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,3,3,4.0,"Venstre, Danmarks Liberale Parti",Ja,ja
1924,FU533532,Elementary school or unknown,150.000-250.000,Female,81.0,Enke/enkemand,2 børn,,Grundskole og gym.,Irrelevant,Uoplyst,Erhvervsfaglige uddannelser,Ukendt,77,1.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1925,CZ641307,Elementary school or unknown,<150.0000,Female,77.0,Enke/enkemand,1 barn,Større provinsbyer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,4,77,1.0,,Nej,ja
